Id,sample_soln
1022,243998.74429209696
925,98942.82192698821
438,259373.88599340734
1270,139043.70727350406
1272,123353.0949588599
215,158431.70249284996
266,222036.9159698389
2402,261723.9920851629
1250,133512.11575276416
1984,163159.14963059977
1279,139397.50006969372
377,271144.82431336946
1252,116230.32126096539
2156,276482.9138921131
499,327358.033299434
1374,126929.28813651606
2898,264027.1643724518
401,131380.3313678607
2721,207843.74081163513
2078,245875.90550608948
2589,118060.5305630798
1946,312952.764640021
1334,94654.60007794354
2781,237250.12874860104
431,326355.65456512576
576,200276.57811579644
1474,213752.43045278036
2254,109920.61691337518
2155,264273.6135559179
885,109002.62436845849
643,108691.06295263716
1944,131010.6390283137
480,194695.04025448085
2845,108584.51998087243
2387,295945.7608492748
2407,199983.44299760574
2527,188858.6345295211
2514,135859.80913127644
629,210136.0535935248
80,198693.43046871197
1876,157593.5982682768
1546,106486.24842089324
2518,177386.09205338752
2347,187207.1802892287
783,254578.96947444123
1322,103378.59779405179
194,60138.448436138235
1770,319443.9712193903
2143,138981.6567211732
1229,213767.3203232697
511,277208.46145758417
46,218680.58099090058
1348,175628.46734438374
2465,180415.70197956963
387,223113.8984556813
873,225733.85335486467
1918,125056.89446698544
2764,228190.9903606964
2184,138441.6115808277
934,148707.9503820311
1920,144435.54329778044
2631,155917.15643841002
1768,508011.3479821961
2040,134231.41473156103
1749,212402.2566265201
834,242613.14011117653
1457,254807.4993928137
79,116401.47108963349
2302,123646.32451911407
1817,156545.22420642927
2755,239790.56149377642
359,188318.00448577123
2059,100945.68430797191
2092,262173.24411344825
2516,209610.94006792046
150,101128.75952125757
1656,167303.51530543788
83,89245.3794665052
2411,191070.9440446184
795,52646.182521004725
2312,252876.01087427372
2917,78848.22285715256
1624,175657.51097676074
2215,276761.8733824211
1211,154530.40168484492
1485,169727.08323890506
1024,203194.49809235643
570,218129.65702235384
2874,115587.60525333419
700,184753.53195706342
2756,213080.29366215933
2022,181332.55827961417
583,252685.50054278213
2392,317614.75746352447
2424,194585.80257669097
212,124003.15457175317
736,132378.74617048522
1610,193282.53229308384
890,142639.03927679785
467,204162.3781637665
578,190326.3324723355
1747,182023.54553116497
1149,166753.30840702204
2758,278387.4352206206
857,133287.77403206326
2219,255194.1447779424
733,82765.03995927572
2909,106344.90451202911
1798,258802.73172095296
235,182132.3329864532
2366,149673.4243668096
1027,141762.66381745218
1195,142348.56581382095
1303,50628.61137455568
148,194008.5723129542
608,191571.77767652596
2515,196428.9411693546
821,244724.97741847276
2500,269337.2701702514
745,105793.32641353967
741,119187.0105179935
1611,147288.38931342703
2532,125912.46580148421
1081,241374.04115686475
1692,379840.55684779194
2520,170660.70204687497
276,89916.62753423525
1992,131312.45101191849
663,47943.15958272407
418,113308.13405468054
1733,199637.69411087394
2359,160529.75203394043
253,184191.82098760514
1518,159097.17881459376
2035,129394.95456806543
2919,71682.5094538313
1540,228492.2698187503
2120,168795.39634147723
1674,186831.795020275
256,134679.92289899592
2361,100308.26529618751
978,80952.40936335776
2280,167714.06974702675
2095,221394.78526932417
1709,320686.82056561933
2801,259976.70209212106
1246,88816.37394378816
2373,109059.71917303311
1055,265138.5668627159
2017,118041.55391242557
1099,293144.48733183905
1344,83267.72199837599
835,233863.5324763633
1117,210431.72941046968
2043,58082.03320737049
2085,136634.94647035876
410,156159.44130100866
2650,99911.44237304483
2867,155670.4290698146
1668,116564.18338926413
1161,155208.49601790027
2122,181143.4369300345
2539,157591.41317980184
1047,148054.93439948233
1445,122372.47529375777
541,139127.1590164587
569,228997.37991731215
1276,93081.04742025603
918,111806.89837286422
326,197021.13106847362
1936,122564.14216829042
895,85530.56556844944
257,165794.92503600038
1241,196334.28330481172
1545,110372.40885886992
1189,182067.0969335661
270,154940.1211258441
2066,258079.0908217653
693,110409.46783086579
1259,169547.6873403733
2916,175118.649910457
2321,293997.0285691449
1977,101736.76343937672
1895,161613.41001013957
1240,165309.27387493086
85,171399.2016501637
1823,135808.96333713408
825,289113.1156309169
110,221033.18789811095
697,118973.36975965674
2297,103568.17932889945
1231,144262.35315641336
1355,152394.33932486523
968,315044.56854527566
584,228611.3199199934
1315,118026.10584358546
1606,152524.00017988315
206,119227.37460531841
1685,296905.7181144787
2016,140326.27035897746
869,204234.40729788656
2135,128524.76774483107
2346,210857.6307920379
2430,242025.83605200323
2198,69476.8759875115
2652,111433.42709019234
27,132139.60676081304
241,170227.90444465907
906,130561.2975867246
1506,105054.73303152242
2098,357131.2627752579
1435,218858.63784681124
2213,122805.31592233277
1274,124652.89235758336
743,57223.19144194416
1737,184913.94795980852
2797,278751.0486981324
2185,77974.31532269252
58,159419.63753948617
830,201180.51018579112
808,108230.69722986399
680,179994.5647884514
1153,114212.15294193332
1291,122599.17141010058
1818,182645.60536358555
2161,177041.67538988517
1883,118313.97965417025
350,354022.20132435893
2473,140780.7489741892
295,212075.58401468536
293,197021.27027339087
859,115738.95267845276
288,73076.17494717882
1578,154395.0868417199
102,207971.6000886029
2831,181835.99116063525
1030,186128.40019220818
2551,146529.73428992287
1286,165571.0002736681
958,276350.36603207944
776,139154.04042540328
72,250387.2555126037
2263,235702.31887237914
1866,143091.51382856653
2876,50452.964307926275
2146,252998.44385140022
103,155937.31108010176
1500,150053.26084834954
492,212953.28653187337
167,130885.43851713529
2597,123678.28178830989
2685,101129.17702733191
1035,141524.80189253562
1220,45663.902677244216
2602,145127.25879016597
2159,203401.66668338655
695,170564.42956189456
1109,274619.1590320973
640,226213.96405287838
1652,163286.0829456785
2090,234912.67533216864
1188,203794.8239130476
2345,251927.23484107852
1059,361922.2261549549
2751,244259.10677966263
128,254796.41735329296
1523,178196.23790332678
2925,213047.35722725536
2145,304678.65733592934
1121,193921.04829919792
566,304601.52396269166
565,236144.45827347765
1331,140914.2880538915
2928,120591.17112201164
156,155576.10872878405
797,176510.88024536674
327,91538.01786224869
2859,145870.96344271782
1453,105293.55775523721
1762,341582.47189905983
1868,209752.96390977484
1760,198172.0575579624
1113,236988.9536715124
1812,207120.04634936253
117,140960.69397699105
1142,245728.27046357276
2342,334155.59224067495
927,139104.7478803956
2478,209563.05663778307
655,83347.08905100438
2064,111421.54891386075
369,254671.4297353945
2239,100646.04970384418
2732,213848.32748116888
1653,176117.9700457382
959,203684.26868950357
2395,306262.1461381897
1412,111187.65081179935
271,236171.67637207583
1484,163087.4122596736
1497,184604.84546209755
552,168869.1815506918
2,135040.7820799583
1855,308698.6687047288
4,258897.53282723366
2292,156412.42649713584
134,154890.37395986432
646,133175.60478709548
42,262317.7360407492
532,223775.8429357679
713,139548.0226298417
2561,141268.65184914204
2360,137488.68043702887
1333,125075.72940119203
1407,233830.31961559996
2892,299298.3956641691
574,209904.6604340999
1227,204642.3971104088
2591,225838.95824317078
1476,221592.5455603977
1125,268211.1747517802
1446,137472.61414742665
408,114383.31508382241
1101,288774.63193000184
2251,222706.53003186022
373,199673.0517795613
2554,110977.24423172402
2382,265419.0579077496
1985,73047.01560116354
519,210462.94722556602
1093,226013.93159417703
864,241910.63886936408
2889,155758.39909199387
2308,237431.97207551493
986,199230.56390513747
1302,161213.35203968026
585,171557.4046418628
2708,142476.38087669914
147,141833.36659108434
1441,233772.61788095738
383,199205.94552738534
285,168791.2507978477
181,110259.22009719902
358,174263.95036115503
780,182550.00630800077
258,198595.29147303215
1865,250180.76565474612
692,122657.99305755188
2902,326384.3344753261
508,254049.15354395358
2638,159608.92618914257
36,146671.7443409646
611,176804.86752343486
2281,147590.79363194545
1678,108153.07433514686
1696,401235.95602781343
1557,84455.19064418276
2180,175472.82732760214
1726,205991.98639323955
951,145910.3788877059
267,223681.60076256114
2706,165799.42556703067
2221,256618.9854364872
1357,162981.0952654591
2901,309153.75313591934
347,172237.3378615299
2164,195400.46301024436
1586,301071.90615977126
360,164087.51003506724
1769,251661.60681389962
2617,132502.59799296086
1879,167118.96255108554
991,213626.07939264204
1535,106076.35707407225
1191,168058.3420398489
1579,199754.04530855658
1882,101985.37093637366
1510,134661.19903259113
2196,189452.2018105446
1845,191238.50102845408
2336,324290.3518583025
942,79074.7134465739
861,127560.05073630367
2555,101140.0260641568
1392,174913.62191460526
2099,250489.5236706874
1543,132506.8089535553
948,303074.50677688804
1239,211797.62688975458
22,171362.0876030663
2796,247804.10584024526
2747,197927.42611304313
92,282227.03967876895
210,201254.746824555
1858,204792.48040732514
2228,154159.9192009312
447,222011.0076269299
827,250164.954586505
1649,221488.93576417022
682,129613.57085508147
2698,90008.76847499884
494,156901.02319768863
214,105272.33944278951
2441,248627.88297305699
2679,91967.43805819588
1336,121871.58616099141
465,183845.18891469057
1524,140511.8310254781
2543,114777.82206157308
631,139107.73196496
2452,297732.77080441883
228,166464.9389900211
126,198182.36902445965
1092,232105.85920095333
1122,187793.8143439865
932,219152.54337209254
1980,99823.04742843035
2171,124038.16807354226
551,158338.83659160032
2768,183862.28639442546
2056,105931.7007576556
1159,334534.48000488104
2645,147916.92936033633
1174,161778.2147125542
2266,209348.15629890334
2462,370622.9452257984
1219,153698.17178941716
2922,205994.58562418266
118,152031.98606934902
474,169986.8621040681
2576,155795.99779591447
872,273743.2769274439
1077,202281.47476396486
1536,138840.18166024084
1150,122686.68551076492
2341,297319.5821453176
1931,134770.8082124272
2785,115920.25219834517
2538,133206.47949166887
597,224832.94896007376
464,200477.54095304594
233,253204.0355522913
2169,150115.56638765364
2123,166692.42939109888
1867,188835.53002630008
137,284900.81701989344
515,242244.6419616958
933,119065.31570846739
2784,165203.3014985926
972,181990.0593114408
599,176190.96172564666
2614,114329.6263385986
2582,170856.97861877733
1409,156025.37338274406
175,122300.535698856
352,202839.4205034951
976,98799.2325556188
2134,202010.54232466375
984,103805.08631550544
2396,315550.05523981934
1673,147796.4268304966
404,146581.5788710394
607,188257.52583051877
814,198255.4584452458
868,191232.60478595892
2271,205683.31881059767
1633,240053.29446537522
337,217565.56555428065
2765,220889.55772684113
1746,277373.4918607328
368,291634.1670501756
2806,207119.4542615429
1662,210672.7420360155
1234,239106.82026013397
1373,128895.09518981694
1672,118531.07824781597
1939,122555.13547026794
