Id,sample_soln
2005,130341.85255014311
2908,145333.69593676904
1814,239720.91935073066
2446,451908.9727224512
208,141969.2833076245
1679,101455.98063140984
822,298293.71789903456
6,195046.37720998013
1781,363647.6730824272
2397,305615.08242740383
2340,313323.4181372572
1618,170001.94134613712
2843,137062.34875993576
1061,350409.48843430553
2786,133562.4915325337
1935,134979.7119610397
1341,117574.07829554299
521,262226.21534916316
2136,134035.77137282156
996,201247.5273627059
227,147463.8940403802
135,168198.0831795547
1167,165483.25444313223
294,230464.039976668
1776,201422.84760851666
540,155506.29756299904
1717,232880.20973233605
2303,128313.4773512895
116,181819.01869233057
127,139337.5201238949
1371,121941.26831852924
1014,171244.10725356606
1507,107327.57566423499
702,135396.68670184741
750,147683.5442994497
261,140407.0672176712
1559,39601.58527599997
577,264026.6467688731
2812,195616.6532013254
2080,154316.53296395985
1368,117509.66435041194
2376,122373.69140548562
659,108983.92404287375
1235,131966.97184507642
332,72016.52832582527
1917,143571.08090546995
2094,237620.46480494825
1460,243024.52307260275
1471,221529.07340982827
1509,118679.5990281846
1922,129999.76837933548
433,458236.9457722411
460,247376.99436861556
1116,240088.01976268354
1137,158329.912545425
53,162499.7759230994
2354,271760.5573585542
1475,194909.2863584726
1761,448996.4540334657
842,135189.3723328468
2739,173372.5455672752
2509,152996.34223301153
1007,206916.5581357829
2610,179439.67424997268
1952,76868.26567344533
2719,168837.1746006918
2921,75376.60273752343
1966,151410.7119931367
292,124341.45319403609
1204,186045.12642504036
1829,290256.49159123603
2419,192748.40952364757
391,146018.34524935152
798,104237.20911512942
481,205570.13267014542
193,218324.5983012
555,114980.48279918717
899,46340.05495952349
2357,170279.32001292464
328,130235.24090436407
1356,112162.04519920038
1154,100973.44914257262
1730,189071.98192634145
2249,155918.15270794235
1119,282882.0263231655
2856,152024.87477921744
1394,141776.7696218131
2587,110525.65518757666
61,289569.7360674368
2661,194471.74652700138
2711,126999.73258114525
1147,178133.8779626
757,117223.50583116422
2623,108099.99060482589
2378,137619.62479989073
1413,143699.90710433864
1722,220789.55093739714
1112,236176.59695725082
1623,194886.8783997497
1201,191504.72212377016
1513,109073.20898434924
957,562483.1278388165
1171,241123.6367038606
1145,192722.60700977466
2726,207549.22882569215
703,147953.6581318507
760,116471.71754756616
1964,154330.0176191351
2512,168182.46108635463
159,143582.5623678065
1281,169343.3393653111
468,197441.89593079887
290,119315.71676944612
665,103757.07654385638
1463,242897.54520436213
1792,216742.16567111795
923,183686.50062530168
500,270431.64502419194
1408,162753.27488682937
331,75781.57478004677
170,136475.76657092854
2192,94160.74795015724
2571,278222.14480065554
2314,180464.46736108602
2647,88895.56761137753
422,415373.42964535323
2457,339677.74378974276
1838,189124.7237841028
2805,249609.31633450853
1645,145650.41024742118
1711,295424.5243592839
2825,240872.3995880761
322,317887.6028961962
2103,247443.46752130188
342,128865.61766807988
600,120760.64596909189
488,168738.30787012633
1725,288540.84421169676
2246,309900.69899053976
2847,153374.22853037558
806,229304.46176441666
530,238145.49098053877
963,205171.8101093945
2678,103206.50705473412
171,91146.36040066279
2401,394389.48053860385
805,220916.68980042543
2259,259849.40907577722
1748,196725.94760926205
1361,139563.76213656802
1677,110563.22746455409
1406,156280.71114153837
2322,280250.2867264183
688,143758.68626965204
143,146292.01830973345
804,200786.80867088033
1214,163696.3906864008
2828,138808.57423648474
1999,230018.69458689264
2467,202212.76786590813
2665,157926.22719623288
1538,331639.4780876597
398,116762.56433904692
2822,159677.98403840695
2157,149872.20691561993
1856,232724.94693335783
1269,95380.34199919431
2570,115783.50722311583
2320,242315.58364600243
1517,132175.85226149813
2304,127386.04642178107
1312,91952.16160265313
2012,137678.9177207291
506,265848.8190044882
2865,218119.4393925607
2367,102774.5906543191
554,90182.24642674555
238,134687.42817879506
1954,95504.72781890127
2488,135144.53735985505
2291,70697.41137245031
1969,116266.22125257959
2725,184661.99271016393
1482,153066.08338891433
2763,197800.4787174629
503,262071.8407351672
1584,251474.1314916959
1531,165197.85722813354
2210,206752.34149384988
459,304287.9954506147
556,127469.62105328114
1347,135431.86060723153
1290,74374.05735254135
1388,102825.46460998672
1571,441162.42525694834
2754,198348.26657417516
765,144014.913845354
2494,133484.429535836
2870,238448.63031276964
7,226320.56075870167
1114,240651.07238532184
2418,262435.2908284443
291,121997.47691882134
18,350299.9517484915
39,358965.9399994069
1001,259331.79664420127
2442,218738.87500202452
616,124458.69223065862
2680,82049.72988840987
1414,116456.49615877312
289,153792.7301496906
40,260790.45310116326
860,136983.82797261863
409,130291.25865614187
673,158411.5476113344
2427,174339.91510757434
2036,199026.71360937538
2564,139035.91346223804
642,171332.04797995643
1008,171448.5224542598
1908,164592.60661617844
2519,194398.982845434
1369,98649.397359751
2855,167950.14671221428
712,101400.53725719238
1943,121767.5116744629
1958,132558.50949332537
107,160362.08104119918
2295,225013.6006588725
704,106742.96488359223
676,129907.37487630598
259,180736.65710658187
93,277020.434066831
106,238771.79456554924
2315,173676.55340266263
1050,100623.44577629564
1095,215387.3311005293
2709,160184.1809381221
758,170761.14478674764
1496,151775.65341718102
2370,114407.85185311906
2458,288066.1497893207
2733,147560.6663238802
161,263900.7238828515
726,148961.61716373166
845,206505.29738193515
947,251785.53277701524
2232,121116.34921168805
2563,136444.02991644084
2299,180089.73618930182
211,67389.90663371133
605,158582.91293367915
1478,190700.4208511302
2247,294712.46906787663
2274,241046.8553141425
2869,232637.74891128653
967,214297.90413437458
2656,121633.79409451707
667,210969.43175580614
1042,108299.87173315321
2023,152981.67861700445
2447,344423.7392753484
2055,116169.72458207337
2275,293574.65756213974
2204,174461.24004340835
1563,285884.1040529973
483,248283.79625389315
796,126607.1535692375
1526,155851.04110673175
2042,153083.03818660733
442,326981.4217170123
1693,313133.0951480202
1468,217725.1125470616
1430,169957.86869468895
2605,170695.03005820175
1529,197868.28665247888
335,162867.68600757155
1287,114508.78836351162
31,96042.2788956299
1785,307890.2220834363
82,148906.76292662811
2620,132110.30162382923
252,175656.85231084295
721,67824.76325848316
2165,186856.03476581766
2316,206621.01426886144
775,136553.71258652143
1558,109922.11864654615
17,204154.71797730948
1022,227836.49547129782
925,126606.36747273279
438,274248.4018759876
1270,145654.1334638037
1272,142730.0293374969
215,140498.1869202884
266,221580.69467612915
2402,287772.98635012633
1250,125449.46899666262
1984,132845.9467003693
1279,142244.3264159943
377,239921.79259103473
1252,120063.67147332602
2156,256978.30250993674
499,316823.8623827707
1374,141040.0727208667
2898,225086.15323962708
401,109521.33478008547
2721,162062.90852219253
2078,248265.50910354347
2589,127611.04175129268
1946,243720.20377582975
1334,108899.2191178562
2781,217928.84111714072
431,366456.01972063654
576,194868.0547669685
1474,205982.84191092176
2254,135971.1725254084
2155,273532.73482207215
885,98170.75945211688
643,137426.99339910113
1944,128563.0890428141
480,196011.89168549675
2845,96320.7481082035
2387,312539.55575299286
2407,213012.5286851349
2527,168385.60456033185
2514,146370.20786242516
629,147181.70767878336
80,199675.23659010365
1876,149146.39745963112
1546,107298.32664052573
2518,218063.74540440485
2347,139626.8942314312
783,216765.9527325593
1322,55504.65773710834
194,89919.61569005273
1770,295807.9078905922
2143,135755.01875418553
1229,216660.36348263526
511,277861.7620781494
46,238187.83967586482
1348,162797.10368131957
2465,201611.9493088881
387,239790.36297134263
873,220336.27587401314
1918,118402.12198479325
2764,228284.0420969111
2184,111446.55855011658
934,143859.04687061958
1920,129500.85771571193
2631,164567.71267664206
1768,464651.08738556877
2040,116656.31204831235
1749,215074.47796229302
834,269620.3986976982
1457,225406.0225906476
79,102622.48266322882
2302,123742.38593237282
1817,148340.4618888967
2755,229632.09479775024
359,178701.09150279828
2059,106433.51878142536
2092,229467.4951095323
2516,222273.7016913278
150,103499.09499392664
1656,134089.34837978208
83,88542.80234623331
2411,192116.50134377085
795,78097.76037856512
2312,217223.68029390217
2917,102411.69946719997
1624,177052.70516274765
2215,310737.7559966233
1211,151009.1555635651
1485,166230.4150364551
1024,190741.44059588152
570,205450.66199575033
2874,141083.5259859402
700,138104.95948475166
2756,203716.04443962825
2022,166875.00760934097
583,243282.1510020616
2392,350100.01002576516
2424,180452.66674115715
212,115416.55664693657
736,121383.44421072018
1610,175103.38961222282
890,123031.16818227748
467,196324.00864837962
578,225265.23280311748
1747,197560.40474974748
1149,150378.83472405528
2758,262828.1769703233
857,138040.69924809004
2219,260571.87647098678
733,90557.04736937562
2909,116605.09040165055
1798,253598.17496889958
235,139561.62063417
2366,126086.16601052022
1027,131249.7367848261
1195,135646.27781763405
1303,47326.144373936695
148,188887.34799634473
608,167677.59535876688
2515,215572.3300351008
821,247414.33179741417
2500,266569.1473679694
745,105462.77903592547
741,129773.09865946737
1611,181746.0950359093
2532,132804.9415510151
1081,220668.86102190538
1692,396812.7255696126
2520,181055.53678021743
276,118119.82988872998
1992,129920.42406825206
663,52560.945714275455
418,115273.62157036242
1733,199339.90790069447
2359,142013.6703730675
253,183238.03795080338
1518,176340.37583054486
2035,144333.35499497966
2919,73138.28361034385
1540,241755.2487315007
2120,153390.4852939778
1674,165198.90284723372
256,142393.26985537447
2361,103955.5993876557
978,70798.77131493075
2280,124609.34207340129
2095,219792.78109052425
1709,324655.7016470385
2801,242082.3479595728
1246,117746.36549695925
2373,93652.78165942429
1055,298295.9232830793
2017,132243.2817494613
1099,307042.28531552874
1344,80150.66780166833
835,194385.2006310354
1117,223404.2404122349
2043,86864.55162263203
2085,115931.5351590145
410,141188.68264218763
2650,113372.82164141705
2867,182576.4128166236
1668,110120.50649732968
1161,161219.84865470105
2122,181836.88602714447
2539,154441.06759310147
1047,130616.25473386273
1445,134639.4031910936
541,123314.24244616504
569,217721.7272092007
1276,127061.61853800813
918,146834.29950918927
326,170696.04326581207
1936,124914.36628619512
895,103077.11777176862
257,150340.49258690205
1241,178475.5960700356
1545,117867.8792394671
1189,172315.2866012031
270,146058.19805971847
2066,204358.50303876054
693,111702.59919325933
1259,142395.24252843883
2916,163145.35658900562
2321,291817.6515312706
1977,100211.12172702994
1895,141377.72151723655
1240,171885.64791614708
85,152042.18238709032
1823,128172.9912138622
825,283216.9535174568
110,234724.34939742455
697,133084.78729947697
2297,113439.37884897183
1231,131858.09145864786
1355,134853.54589249194
968,323700.4143189194
584,242300.14033745066
1315,139351.0149373107
1606,137542.9264853489
206,93212.90853396057
1685,345534.85206143546
2016,129675.05988509869
869,197761.75539475854
2135,127625.88825959286
2346,191583.4264731404
2430,233642.52218625462
2198,87045.98632812592
2652,120816.54320108266
27,119235.11343103857
241,163719.75946496183
906,140103.25362000338
1506,114222.95609501474
2098,333275.16559824464
1435,215457.12002327517
2213,167477.0114394684
1274,126623.59302734822
743,36047.20008915552
1737,199014.79278576223
2797,262056.7075502483
2185,66640.13863309716
58,168833.11997800128
830,203259.9909143447
808,116899.76542946887
680,137883.57186551765
1153,95322.39768907698
1291,160252.3186785393
1818,157953.06042659652
2161,185207.60249256503
1883,117679.83400757446
350,339434.305770532
2473,138208.34541406663
295,204275.7586321526
293,180137.1338067493
859,129261.6502597794
288,67989.1282682899
1578,160490.93773793566
102,195931.79421494712
2831,134274.48224577884
1030,146013.41154668966
2551,144042.09796458663
1286,156034.40237882026
958,314683.8936200208
776,128311.56056835284
72,246124.69855020475
2263,263454.2761361734
1866,156672.15782928947
2876,60194.082806810446
2146,230276.18945598596
103,176783.47105089854
1500,129153.5867333081
492,203913.9729318029
167,155349.1558122198
2597,122609.10380415722
2685,120090.10593062075
1035,147073.10564519415
1220,67809.73161524482
2602,151413.48480790402
2159,205113.0185096489
695,155380.72767154145
1109,269602.3200939569
640,191732.45400948654
1652,144548.0611841318
2090,172504.43146184896
1188,174422.09549932252
2345,261785.45625659518
1059,375891.9720736815
2751,232732.77685559727
128,204328.05272860167
1523,221075.4195125529
2925,201274.16386291967
2145,283810.2532255548
1121,221065.3588883997
566,244456.19532533828
565,255671.4976510157
1331,137257.02879372958
2928,122723.09116716235
156,139330.19376526715
797,133408.01584016642
327,89954.58007897953
2859,158521.79420013633
1453,109619.39979576072
1762,329853.1001580107
1868,200566.72136335768
1760,173534.61304335858
1113,229777.0113726012
1812,195456.71304178302
117,157625.7364842534
1142,209274.4093530026
2342,386431.7944028735
927,165073.8719450458
2478,173773.05724861287
655,79702.03500019212
2064,122428.11867761936
369,296576.219957679
2239,120772.5326742413
2732,205690.66111981944
1653,161374.85774420842
959,232135.3955924954
2395,338970.56208946154
1412,108644.3041267801
271,235090.84386927288
1484,153315.01263300708
1497,160895.77335314517
552,162127.8606556386
2,121601.48417205346
1855,330169.2091340561
4,270287.09503295715
2292,155853.02554524606
134,140236.8707407972
646,103408.73277356518
42,310462.4877190666
532,232629.74434209603
713,105625.26480693126
2561,140973.87150830717
2360,129667.96031824821
1333,124213.3169588506
1407,235724.57723316853
2892,305853.5661601835
574,213099.28694107523
1227,196774.15214783838
2591,230023.6741125487
1476,212546.5474613359
1125,258827.98123870275
1446,141597.1789456205
408,118658.47567245516
1101,288803.99703112873
2251,205716.60240683064
373,182233.78934891906
2554,131333.3578577252
2382,270218.42227625544
1985,111332.06154115518
519,249598.0975732142
1093,188762.6835616658
864,238937.43187770323
2889,144850.85779327585
2308,204715.5542569572
986,154236.7250282333
1302,150358.50240056746
585,158716.22305167525
2708,144720.69945535102
147,140787.47718913155
1441,226234.34622764896
383,206181.8321472901
285,152807.9478837356
181,107458.44099322666
358,188023.60495486745
780,188068.61541014278
258,186216.3356301037
1865,245984.60851989384
692,110310.92834764914
2902,315346.2657541201
508,261974.8322784336
2638,151168.35581409026
36,139704.86665532456
611,173179.1104678445
2281,172270.5441414917
1678,115338.582797312
1696,412502.4672058974
1557,62784.07409462286
2180,156390.29524641533
1726,230701.01428791307
951,142521.65559233015
267,215495.67514790874
2706,143319.38164993608
2221,261775.32383153518
1357,196009.89212854495
2901,310823.56483122334
347,170263.9923304328
2164,195085.50962492442
1586,305263.9157392725
360,147003.94544197692
1769,266101.77494663995
2617,196793.03308429613
1879,145132.65980518295
991,233213.28034559777
1535,128409.40527972423
1191,148842.68011384137
1579,240637.50049554906
1882,153707.31117566727
1510,121396.16734398353
2196,170012.55616435624
1845,182045.5877757552
2336,372323.1541495299
942,87948.84351936493
861,117460.02649037441
2555,117530.89001224832
1392,189394.97366298907
2099,249349.0799407547
1543,122526.91536456844
948,270898.5068910569
1239,177270.02053876227
22,175236.6626799207
2796,233223.82640430084
2747,194003.80691365516
92,276350.2148607768
210,176435.3525074759
1858,190508.72565778895
2228,141211.36873261735
447,242421.6392313999
827,247119.29068679397
1649,241087.1269282577
682,137375.11412612163
2698,92976.24361435081
494,160766.29424843477
214,102316.24516317088
2441,220346.7243183426
2679,114402.2206326721
1336,132917.1917009653
465,181285.6426231674
1524,154583.0587790708
2543,110472.49589995251
631,146126.68649512428
2452,299614.38504370884
228,174814.11620348395
126,189952.69826771517
1092,246951.4437860894
1122,209599.37574254037
932,279499.78585391375
1980,83998.83106764957
2171,124405.7175253878
551,159502.29438505063
2768,174978.70421172184
2056,107796.68288292363
1159,332780.09803818085
2645,129447.65096503867
1174,166745.50470774568
2266,222496.99247130568
2462,360825.7577033201
1219,146199.4489533276
2922,184801.23160221835
118,151235.4219143732
474,164770.99283267985
2576,155100.91065062417
872,270531.4857196036
1077,218528.85835922827
1536,146474.08826749914
1150,116325.77347742223
2341,319429.41210031917
1931,152964.19592653456
2785,127187.95086456844
2538,126268.47985459864
597,192386.62799104047
464,204914.79321515647
233,257163.76960341292
2169,128119.48670096512
2123,171804.0862164737
1867,174860.28331825006
137,281944.6967299719
515,244188.0861867416
933,100567.44613884899
2784,155924.13531160663
972,162643.9259514346
599,170250.18548829653
2614,122232.96961504394
2582,147114.81900286907
1409,167621.42522111087
175,110636.71789811546
352,228290.61714407572
976,92568.10592140383
2134,192107.04442443507
984,108203.33673645786
2396,333893.5424852477
1673,131971.85760322446
404,124132.31492750222
607,169323.12713603897
814,164080.5458704624
868,187570.7236997008
2271,192182.86585171762
1633,242166.0628245175
337,180301.85171735217
2765,218071.03880713397
1746,270109.34517984913
368,320834.9671207721
2806,205880.73992741434
1662,203228.25506173648
1234,226548.29966371314
1373,124015.95502581862
1672,104363.19089095925
1939,127638.92028896067
